""	"PotRichness"	"Basal_a"	"Basal_b"	"Densi_a"	"Densi_b"	"Quadr_a"	"Quadr_b"	"DHeig_a"	"DHeig_b"	"Cavit_a"	"Cavit_b"	"Shrub_a"	"Shrub_b"	"lambda"	"File"	"Variable"	"Model"
"383"	"6.4"	"1.000007e-05"	"41.34385"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.06271"	"0"	"1e+07"	"0"	"1e+07"	"97.93698"	"./Results/Model Fits/UNFA_bi_Basal_DHeig_model.txt"	"UNFA"	"bi_Basal_DHeig"
"384"	"7.20007"	"1.002074e-05"	"42.62371"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.38119"	"0"	"1e+07"	"0"	"1e+07"	"99.64248"	"./Results/Model Fits/UNNA_bi_Basal_DHeig_model.txt"	"UNNA"	"bi_Basal_DHeig"
"385"	"14.4"	"37.69113"	"39.89662"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"76.8041"	"0"	"1e+07"	"0.5505399"	"./Results/Model Fits/CVNA_bi_Basal_Cavit_model.txt"	"CVNA"	"bi_Basal_Cavit"
"386"	"15.2"	"1e-05"	"45.10556"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"82.84207"	"0"	"1e+07"	"68.13878"	"./Results/Model Fits/GENA_bi_Basal_Cavit_model.txt"	"GENA"	"bi_Basal_Cavit"
"387"	"8.8"	"1e-05"	"15.62775"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"10.50274"	"7.79289"	"0"	"1e+07"	"21.33801"	"./Results/Model Fits/GRFA_bi_Basal_Cavit_model.txt"	"GRFA"	"bi_Basal_Cavit"
"388"	"7.732564"	"2.529002"	"8.384554"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"12.14436"	"8.254"	"0"	"1e+07"	"68.48829"	"./Results/Model Fits/GRNA_bi_Basal_Cavit_model.txt"	"GRNA"	"bi_Basal_Cavit"
"389"	"16.8"	"20.28835"	"57.19499"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"98.13778"	"0"	"1e+07"	"42.3511"	"./Results/Model Fits/OVFA_bi_Basal_Cavit_model.txt"	"OVFA"	"bi_Basal_Cavit"
"390"	"14.4"	"1e-05"	"51.91216"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"68.43754"	"0"	"1e+07"	"45.95678"	"./Results/Model Fits/OVNA_bi_Basal_Cavit_model.txt"	"OVNA"	"bi_Basal_Cavit"
"391"	"16"	"40.31586"	"41.99604"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"96.09619"	"0"	"1e+07"	"99.25659"	"./Results/Model Fits/SPEA_bi_Basal_Cavit_model.txt"	"SPEA"	"bi_Basal_Cavit"
"392"	"24"	"10.51344"	"77.3105"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"131.4649"	"0"	"1e+07"	"97.85504"	"./Results/Model Fits/TOTA_bi_Basal_Cavit_model.txt"	"TOTA"	"bi_Basal_Cavit"
"393"	"4.8"	"43.354"	"33.75962"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"73.3061"	"0"	"1e+07"	"6.179468"	"./Results/Model Fits/TRFA_bi_Basal_Cavit_model.txt"	"TRFA"	"bi_Basal_Cavit"
"394"	"4.8"	"0.001205007"	"10.01103"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"10.92299"	"4.500923"	"0"	"1e+07"	"51.44446"	"./Results/Model Fits/UBIA_bi_Basal_Cavit_model.txt"	"UBIA"	"bi_Basal_Cavit"
"395"	"6.4"	"1e-05"	"38.44976"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"54.19071"	"0"	"1e+07"	"86.22369"	"./Results/Model Fits/UNFA_bi_Basal_Cavit_model.txt"	"UNFA"	"bi_Basal_Cavit"
"396"	"7.2"	"1e-05"	"39.15198"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"55.88688"	"0"	"1e+07"	"0.2965667"	"./Results/Model Fits/UNNA_bi_Basal_Cavit_model.txt"	"UNNA"	"bi_Basal_Cavit"
"397"	"14.4"	"100"	"82.74524"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/CVNA_bi_Basal_Shrub_model.txt"	"CVNA"	"bi_Basal_Shrub"
"398"	"15.2"	"100"	"102.3093"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/GENA_bi_Basal_Shrub_model.txt"	"GENA"	"bi_Basal_Shrub"
"399"	"8.8"	"1e-05"	"20.71559"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/GRFA_bi_Basal_Shrub_model.txt"	"GRFA"	"bi_Basal_Shrub"
"400"	"7.2"	"7.421466"	"4.021208"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/GRNA_bi_Basal_Shrub_model.txt"	"GRNA"	"bi_Basal_Shrub"
"401"	"16.8"	"1e-05"	"73.5809"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/OVFA_bi_Basal_Shrub_model.txt"	"OVFA"	"bi_Basal_Shrub"
"402"	"14.4"	"100"	"78.06373"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/OVNA_bi_Basal_Shrub_model.txt"	"OVNA"	"bi_Basal_Shrub"
"403"	"16"	"100"	"95.72711"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/SPEA_bi_Basal_Shrub_model.txt"	"SPEA"	"bi_Basal_Shrub"
"404"	"24"	"1e-05"	"83.69678"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/TOTA_bi_Basal_Shrub_model.txt"	"TOTA"	"bi_Basal_Shrub"
"405"	"4.8"	"100"	"69.26137"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/TRFA_bi_Basal_Shrub_model.txt"	"TRFA"	"bi_Basal_Shrub"
"406"	"5.37141"	"7.340476"	"2.517435"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/UBIA_bi_Basal_Shrub_model.txt"	"UBIA"	"bi_Basal_Shrub"
"407"	"6.4"	"27.23627"	"15.39356"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/UNFA_bi_Basal_Shrub_model.txt"	"UNFA"	"bi_Basal_Shrub"
"408"	"7.2"	"100"	"66.98922"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1"	"1"	"934"	"./Results/Model Fits/UNNA_bi_Basal_Shrub_model.txt"	"UNNA"	"bi_Basal_Shrub"
"409"	"14.4"	"100"	"72.40694"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0.9453486"	"./Results/Model Fits/CVNA_univaria_Basal_model.txt"	"CVNA"	"univaria_Basal"
"410"	"15.2"	"100"	"68.06689"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"69.06302"	"./Results/Model Fits/GENA_univaria_Basal_model.txt"	"GENA"	"univaria_Basal"
"411"	"8.8"	"100"	"33.72509"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"39.04511"	"./Results/Model Fits/GRFA_univaria_Basal_model.txt"	"GRFA"	"univaria_Basal"
"412"	"7.2"	"7.937488"	"3.497848"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"99.15988"	"./Results/Model Fits/GRNA_univaria_Basal_model.txt"	"GRNA"	"univaria_Basal"
"413"	"16.8"	"1e-05"	"59.75057"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"9.259918"	"./Results/Model Fits/OVFA_univaria_Basal_model.txt"	"OVFA"	"univaria_Basal"
"414"	"14.4"	"26.91541"	"16.50616"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"99.56709"	"./Results/Model Fits/OVNA_univaria_Basal_model.txt"	"OVNA"	"univaria_Basal"
"415"	"16"	"39.86193"	"27.46258"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"5.502098"	"./Results/Model Fits/SPEA_univaria_Basal_model.txt"	"SPEA"	"univaria_Basal"
"416"	"24"	"1e-05"	"71.90452"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"5.428096"	"./Results/Model Fits/TOTA_univaria_Basal_model.txt"	"TOTA"	"univaria_Basal"
"417"	"4.8"	"100"	"63.87212"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.22916"	"./Results/Model Fits/TRFA_univaria_Basal_model.txt"	"TRFA"	"univaria_Basal"
"418"	"5.423609"	"5.867169"	"0.4119004"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"86.40876"	"./Results/Model Fits/UBIA_univaria_Basal_model.txt"	"UBIA"	"univaria_Basal"
"419"	"6.4"	"20.94128"	"4.948992"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0.0693274"	"./Results/Model Fits/UNFA_univaria_Basal_model.txt"	"UNFA"	"univaria_Basal"
"420"	"7.2"	"25.19783"	"9.169892"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"47.90133"	"./Results/Model Fits/UNNA_univaria_Basal_model.txt"	"UNNA"	"univaria_Basal"
"421"	"14.4"	"0"	"1e+07"	"2500"	"1843.869"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"4.575781"	"./Results/Model Fits/CVNA_univaria_Densi_model.txt"	"CVNA"	"univaria_Densi"
"422"	"15.2"	"0"	"1e+07"	"1e-05"	"671.5955"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"28.54145"	"./Results/Model Fits/GENA_univaria_Densi_model.txt"	"GENA"	"univaria_Densi"
"423"	"8.8"	"0"	"1e+07"	"315.8214"	"96.36645"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.168253"	"./Results/Model Fits/GRFA_univaria_Densi_model.txt"	"GRFA"	"univaria_Densi"
"424"	"7.2"	"0"	"1e+07"	"1e-05"	"244.4756"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"97.53975"	"./Results/Model Fits/GRNA_univaria_Densi_model.txt"	"GRNA"	"univaria_Densi"
"425"	"16.8"	"0"	"1e+07"	"1e-05"	"1133.855"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"84.23509"	"./Results/Model Fits/OVFA_univaria_Densi_model.txt"	"OVFA"	"univaria_Densi"
"426"	"14.4"	"0"	"1e+07"	"1e-05"	"632.248"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.920605"	"./Results/Model Fits/OVNA_univaria_Densi_model.txt"	"OVNA"	"univaria_Densi"
"427"	"16"	"0"	"1e+07"	"2500"	"2167.016"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"78.9057"	"./Results/Model Fits/SPEA_univaria_Densi_model.txt"	"SPEA"	"univaria_Densi"
"428"	"24"	"0"	"1e+07"	"1e-05"	"1401.937"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.652632"	"./Results/Model Fits/TOTA_univaria_Densi_model.txt"	"TOTA"	"univaria_Densi"
"429"	"4.8"	"0"	"1e+07"	"2500"	"1658.187"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"53.93095"	"./Results/Model Fits/TRFA_univaria_Densi_model.txt"	"TRFA"	"univaria_Densi"
"430"	"17.56814"	"0"	"1e+07"	"250.4482"	"3.106656"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"85.86607"	"./Results/Model Fits/UBIA_univaria_Densi_model.txt"	"UBIA"	"univaria_Densi"
"431"	"6.4"	"0"	"1e+07"	"2500"	"1167.97"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"71.67733"	"./Results/Model Fits/UNFA_univaria_Densi_model.txt"	"UNFA"	"univaria_Densi"
"432"	"7.2"	"0"	"1e+07"	"2500"	"1202.836"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"97.79409"	"./Results/Model Fits/UNNA_univaria_Densi_model.txt"	"UNNA"	"univaria_Densi"
"433"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"55"	"32.63408"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"16.52701"	"./Results/Model Fits/CVNA_univaria_Quadr_model.txt"	"CVNA"	"univaria_Quadr"
"434"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"55"	"29.26569"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"17.51056"	"./Results/Model Fits/GENA_univaria_Quadr_model.txt"	"GENA"	"univaria_Quadr"
"435"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"13.79661"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"95.61874"	"./Results/Model Fits/GRFA_univaria_Quadr_model.txt"	"GRFA"	"univaria_Quadr"
"436"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"11.19645"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"92.04316"	"./Results/Model Fits/GRNA_univaria_Quadr_model.txt"	"GRNA"	"univaria_Quadr"
"437"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"55"	"42.03555"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"96.82717"	"./Results/Model Fits/OVFA_univaria_Quadr_model.txt"	"OVFA"	"univaria_Quadr"
"438"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"55"	"27.1393"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30.33764"	"./Results/Model Fits/OVNA_univaria_Quadr_model.txt"	"OVNA"	"univaria_Quadr"
"439"	"16"	"0"	"1e+07"	"0"	"1e+07"	"50.89103"	"33.3475"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"35.22233"	"./Results/Model Fits/SPEA_univaria_Quadr_model.txt"	"SPEA"	"univaria_Quadr"
"440"	"24"	"0"	"1e+07"	"0"	"1e+07"	"55"	"53.00994"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.99725"	"./Results/Model Fits/TOTA_univaria_Quadr_model.txt"	"TOTA"	"univaria_Quadr"
"441"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"46.23733"	"21.38809"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"28.26074"	"./Results/Model Fits/TRFA_univaria_Quadr_model.txt"	"TRFA"	"univaria_Quadr"
"442"	"17.99186"	"0"	"1e+07"	"0"	"1e+07"	"16.78888"	"0.04826789"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"13.855"	"./Results/Model Fits/UBIA_univaria_Quadr_model.txt"	"UBIA"	"univaria_Quadr"
"443"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"1.000002e-05"	"14.52665"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"7.94393"	"./Results/Model Fits/UNFA_univaria_Quadr_model.txt"	"UNFA"	"univaria_Quadr"
"444"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"15.04157"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"41.57692"	"./Results/Model Fits/UNNA_univaria_Quadr_model.txt"	"UNNA"	"univaria_Quadr"
"445"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.28889"	"0"	"1e+07"	"0"	"1e+07"	"79.06225"	"./Results/Model Fits/CVNA_univaria_DHeig_model.txt"	"CVNA"	"univaria_DHeig"
"446"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"12.68973"	"0"	"1e+07"	"0"	"1e+07"	"28.66121"	"./Results/Model Fits/GENA_univaria_DHeig_model.txt"	"GENA"	"univaria_DHeig"
"447"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"10.42602"	"1.76698"	"0"	"1e+07"	"0"	"1e+07"	"95.66515"	"./Results/Model Fits/GRFA_univaria_DHeig_model.txt"	"GRFA"	"univaria_DHeig"
"448"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"6.972643"	"0"	"1e+07"	"0"	"1e+07"	"14.79754"	"./Results/Model Fits/GRNA_univaria_DHeig_model.txt"	"GRNA"	"univaria_DHeig"
"449"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"21.04244"	"0"	"1e+07"	"0"	"1e+07"	"6.025941"	"./Results/Model Fits/OVFA_univaria_DHeig_model.txt"	"OVFA"	"univaria_DHeig"
"450"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.5067"	"0"	"1e+07"	"0"	"1e+07"	"41.16032"	"./Results/Model Fits/OVNA_univaria_DHeig_model.txt"	"OVNA"	"univaria_DHeig"
"451"	"18.79602"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"15.74881"	"0"	"1e+07"	"0"	"1e+07"	"99.89015"	"./Results/Model Fits/SPEA_univaria_DHeig_model.txt"	"SPEA"	"univaria_DHeig"
"452"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"26.17707"	"0"	"1e+07"	"0"	"1e+07"	"0.9515251"	"./Results/Model Fits/TOTA_univaria_DHeig_model.txt"	"TOTA"	"univaria_DHeig"
"453"	"5.011714"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"23.28826"	"8.124999"	"0"	"1e+07"	"0"	"1e+07"	"2.654847"	"./Results/Model Fits/TRFA_univaria_DHeig_model.txt"	"TRFA"	"univaria_DHeig"
"454"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"5.219614"	"0"	"1e+07"	"0"	"1e+07"	"95.39499"	"./Results/Model Fits/UBIA_univaria_DHeig_model.txt"	"UBIA"	"univaria_DHeig"
"455"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"10.28092"	"0"	"1e+07"	"0"	"1e+07"	"96.39807"	"./Results/Model Fits/UNFA_univaria_DHeig_model.txt"	"UNFA"	"univaria_DHeig"
"456"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"15.09711"	"0.7226976"	"0"	"1e+07"	"0"	"1e+07"	"68.04335"	"./Results/Model Fits/UNNA_univaria_DHeig_model.txt"	"UNNA"	"univaria_DHeig"
"457"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"68.64294"	"0"	"1e+07"	"0.0138224"	"./Results/Model Fits/CVNA_univaria_Cavit_model.txt"	"CVNA"	"univaria_Cavit"
"458"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"63.06248"	"0"	"1e+07"	"82.38414"	"./Results/Model Fits/GENA_univaria_Cavit_model.txt"	"GENA"	"univaria_Cavit"
"459"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"42.02199"	"0"	"1e+07"	"63.86727"	"./Results/Model Fits/GRFA_univaria_Cavit_model.txt"	"GRFA"	"univaria_Cavit"
"460"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"8.665291"	"1.074749"	"0"	"1e+07"	"11.40273"	"./Results/Model Fits/GRNA_univaria_Cavit_model.txt"	"GRNA"	"univaria_Cavit"
"461"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"89.70537"	"0"	"1e+07"	"43.9803"	"./Results/Model Fits/OVFA_univaria_Cavit_model.txt"	"OVFA"	"univaria_Cavit"
"462"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"14.49325"	"9.23867"	"0"	"1e+07"	"37.36048"	"./Results/Model Fits/OVNA_univaria_Cavit_model.txt"	"OVNA"	"univaria_Cavit"
"463"	"16"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"80.47537"	"0"	"1e+07"	"3.874467"	"./Results/Model Fits/SPEA_univaria_Cavit_model.txt"	"SPEA"	"univaria_Cavit"
"464"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"113.7949"	"0"	"1e+07"	"21.01438"	"./Results/Model Fits/TOTA_univaria_Cavit_model.txt"	"TOTA"	"univaria_Cavit"
"465"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"61.17972"	"0"	"1e+07"	"72.388"	"./Results/Model Fits/TRFA_univaria_Cavit_model.txt"	"TRFA"	"univaria_Cavit"
"466"	"9.300932"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"9.408359"	"0.2916505"	"0"	"1e+07"	"12.43129"	"./Results/Model Fits/UBIA_univaria_Cavit_model.txt"	"UBIA"	"univaria_Cavit"
"467"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"82"	"44.21022"	"0"	"1e+07"	"11.1255"	"./Results/Model Fits/UNFA_univaria_Cavit_model.txt"	"UNFA"	"univaria_Cavit"
"468"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"20.26007"	"2.592447"	"0"	"1e+07"	"1.176111"	"./Results/Model Fits/UNNA_univaria_Cavit_model.txt"	"UNNA"	"univaria_Cavit"
"469"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"56.70541"	"13.48919"	"./Results/Model Fits/CVNA_univaria_Shrub_model.txt"	"CVNA"	"univaria_Shrub"
"470"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"46.18557"	"25.02225"	"32.52722"	"./Results/Model Fits/GENA_univaria_Shrub_model.txt"	"GENA"	"univaria_Shrub"
"471"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"100"	"27.47099"	"49.63095"	"./Results/Model Fits/GRFA_univaria_Shrub_model.txt"	"GRFA"	"univaria_Shrub"
"472"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"57.85383"	"0.9969118"	"76.2546"	"./Results/Model Fits/GRNA_univaria_Shrub_model.txt"	"GRNA"	"univaria_Shrub"
"473"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"78.31907"	"63.0311"	"./Results/Model Fits/OVFA_univaria_Shrub_model.txt"	"OVFA"	"univaria_Shrub"
"474"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"39.46101"	"21.5668"	"99.95598"	"./Results/Model Fits/OVNA_univaria_Shrub_model.txt"	"OVNA"	"univaria_Shrub"
"475"	"16"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"68.97154"	"36.06473"	"./Results/Model Fits/SPEA_univaria_Shrub_model.txt"	"SPEA"	"univaria_Shrub"
"476"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"102.015"	"52.92953"	"./Results/Model Fits/TOTA_univaria_Shrub_model.txt"	"TOTA"	"univaria_Shrub"
"477"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"49.55811"	"54.98656"	"./Results/Model Fits/TRFA_univaria_Shrub_model.txt"	"TRFA"	"univaria_Shrub"
"478"	"7.619175"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"41.25379"	"0.3693486"	"11.16645"	"./Results/Model Fits/UBIA_univaria_Shrub_model.txt"	"UBIA"	"univaria_Shrub"
"479"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"100"	"35.22546"	"50.84143"	"./Results/Model Fits/UNFA_univaria_Shrub_model.txt"	"UNFA"	"univaria_Shrub"
"480"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"100"	"37.3376"	"0.0939378"	"./Results/Model Fits/UNNA_univaria_Shrub_model.txt"	"UNNA"	"univaria_Shrub"
